date,close,change,volume,open,high,low
07/10/2021,47.36,-0.1(-0.11 %),1497000,94.9,95.0,94.1
06/10/2021,47.41,0(0.00 %),1571300,94.5,94.7,93.7
05/10/2021,47.41,-0.2(-0.21 %),1392800,95.0,96.0,94.4
04/10/2021,47.51,1.7(1.83 %),2277800,93.0,95.2,92.4
01/10/2021,46.65,-0.1(-0.11 %),1055400,92.9,93.1,92.5
30/09/2021,46.7,-0.2(-0.21 %),996900,93.5,93.9,93.0
29/09/2021,46.8,0.2(0.22 %),1177400,93.0,93.4,92.3
28/09/2021,46.7,0.9(0.98 %),1393500,91.7,93.0,91.5
27/09/2021,46.25,-0.6(-0.65 %),1546100,92.9,93.5,92.1
24/09/2021,46.55,-0.4(-0.43 %),1449000,93.2,93.2,92.7
23/09/2021,46.75,-0.1(-0.11 %),1394200,93.2,93.8,93.0
22/09/2021,46.8,-0.3(-0.32 %),2027200,93.2,93.4,92.7
21/09/2021,46.95,-0.9(-0.95 %),2697100,93.4,94.0,92.5
20/09/2021,47.41,-1.3(-1.36 %),2526100,96.0,96.2,94.1
17/09/2021,48.06,1(1.06 %),3325700,95.5,97.0,95.4
16/09/2021,47.56,0.6(0.64 %),1924700,94.4,95.0,94.2
15/09/2021,47.26,0.3(0.32 %),1690100,93.8,94.4,93.3
14/09/2021,47.11,0.8(0.86 %),2523200,93.3,94.7,93.0
13/09/2021,46.7,-0.5(-0.53 %),1600000,93.6,94.0,92.9
10/09/2021,46.95,0.3(0.32 %),1440100,93.4,94.4,93.4
09/09/2021,46.8,0.1(0.11 %),1393700,93.1,93.9,92.8
08/09/2021,46.75,-0.4(-0.43 %),1453800,93.5,94.2,92.8
07/09/2021,46.95,-1.4(-1.48 %),2290600,95.3,95.3,93.5
06/09/2021,47.66,2.5(2.71 %),3124600,92.4,94.9,92.3
01/09/2021,46.4,0(0.00 %),1353300,92.1,93.0,92.1
31/08/2021,46.4,0.2(0.22 %),1952500,92.3,93.2,92.0
30/08/2021,46.3,0.2(0.22 %),1494800,93.0,93.0,92.1
27/08/2021,46.2,0.6(0.66 %),1896200,91.0,92.0,90.6
26/08/2021,45.9,-0.5(-0.54 %),1758700,92.0,92.9,91.2
25/08/2021,46.15,0(0.00 %),1344000,92.4,92.4,91.0
24/08/2021,46.15,0.9(0.99 %),3081500,91.5,92.0,89.9
23/08/2021,45.7,-1.8(-1.94 %),3436600,92.5,92.5,91.0
20/08/2021,46.6,-1.7(-1.80 %),4349300,94.5,94.7,91.1
19/08/2021,47.46,0.5(0.53 %),2721600,95.0,95.0,93.8
18/08/2021,47.21,0.2(0.21 %),1951000,93.8,94.9,93.8
17/08/2021,47.11,-0.8(-0.85 %),2801700,94.1,94.6,93.5
16/08/2021,47.51,-0.4(-0.42 %),1906800,95.0,95.2,94.4
13/08/2021,41.06,1.2(1.28 %),3618700,93.1,95.0,93.0
12/08/2021,40.54,-2.3(-2.39 %),8399400,95.8,96.0,93.4
11/08/2021,41.54,-1.7(-1.74 %),4883200,97.7,97.8,96.1
10/08/2021,42.27,0.3(0.31 %),2680700,98.3,98.4,97.6
09/08/2021,42.14,0.9(0.93 %),2934500,97.0,97.7,95.9
06/08/2021,41.75,0(0.00 %),3413900,96.8,97.2,95.8
05/08/2021,41.75,1(1.05 %),2485600,95.2,97.0,94.9
04/08/2021,41.32,-0.2(-0.21 %),2772100,95.9,96.2,94.9
03/08/2021,41.41,0.2(0.21 %),3607200,95.8,96.0,94.7
02/08/2021,41.32,1.6(1.70 %),4275900,94.0,96.6,94.0
30/07/2021,40.63,0.6(0.64 %),4525900,93.5,94.8,92.8
29/07/2021,40.37,1.4(1.52 %),3712900,92.0,93.9,91.7
28/07/2021,39.77,-1.2(-1.29 %),3346700,92.8,93.7,91.7
27/07/2021,40.28,-0.5(-0.53 %),5007000,94.4,94.9,92.5
26/07/2021,40.5,3.2(3.54 %),5773100,90.3,93.9,90.2
23/07/2021,39.12,1.1(1.23 %),6755700,89.4,92.9,88.7
22/07/2021,38.64,2.8(3.23 %),4445600,86.2,89.6,86.2
21/07/2021,37.43,-0.2(-0.23 %),3369200,86.8,87.9,86.1
20/07/2021,37.52,2.1(2.48 %),2553700,84.8,86.8,83.9
19/07/2021,36.61,-2.1(-2.42 %),3288800,85.2,86.4,84.5
16/07/2021,37.52,1.4(1.64 %),2285700,85.9,88.0,85.5
15/07/2021,36.91,0.2(0.23 %),2714600,84.7,86.6,84.7
14/07/2021,36.83,-1.8(-2.07 %),2433500,87.6,87.6,84.7
13/07/2021,37.6,0.9(1.05 %),2207400,86.9,87.3,85.0
12/07/2021,37.22,-3.6(-4.01 %),6764400,88.8,89.7,83.6
09/07/2021,38.77,-0.1(-0.11 %),2947000,89.6,92.0,88.8
08/07/2021,38.81,-0.7(-0.77 %),2375400,90.4,90.5,89.0
07/07/2021,39.12,3.5(4.02 %),4910200,87.0,91.0,85.0
06/07/2021,37.6,-5.7(-6.15 %),2640500,92.5,93.0,87.0
05/07/2021,40.07,0.8(0.87 %),2934200,95.0,95.0,91.0
02/07/2021,39.72,3(3.37 %),3873500,89.3,92.5,88.9
01/07/2021,38.43,0.9(1.02 %),1700100,88.1,88.9,88.0
30/06/2021,38.04,-0.6(-0.68 %),1651100,89.0,89.1,88.0
29/06/2021,38.3,2.9(3.38 %),4897800,86.6,89.0,86.3
28/06/2021,37.04,0.5(0.59 %),1858800,86.1,86.1,85.4
25/06/2021,36.83,0.5(0.59 %),1503400,84.7,85.4,84.2
24/06/2021,36.61,-0.2(-0.24 %),1657800,84.3,84.9,83.9
23/06/2021,36.7,-0.5(-0.59 %),1599900,85.3,85.6,84.1
22/06/2021,36.91,-0.2(-0.23 %),1760300,86.1,86.6,85.4
21/06/2021,37.0,1.8(2.15 %),3878300,83.6,86.3,83.2
18/06/2021,36.22,1.2(1.45 %),1681700,83.1,84.2,82.7
17/06/2021,35.7,-0.5(-0.60 %),2236400,82.1,83.1,82.1
16/06/2021,35.92,-0.1(-0.12 %),2462000,83.2,84.6,82.7
15/06/2021,35.96,-0.6(-0.72 %),1778700,83.8,84.5,83.2
14/06/2021,36.22,0.3(0.36 %),2547600,83.5,84.6,83.0
11/06/2021,36.09,1.6(1.95 %),2359600,81.5,83.9,81.3
10/06/2021,35.4,0.2(0.24 %),2214900,81.7,82.5,81.0
09/06/2021,35.31,0.9(1.11 %),3576100,80.6,82.1,79.0
08/06/2021,34.92,-1.9(-2.30 %),3486000,82.0,83.0,80.6
07/06/2021,35.75,-2(-2.36 %),3711200,84.6,84.7,81.0
04/06/2021,36.61,-0.5(-0.59 %),3820600,85.0,85.1,83.8
03/06/2021,36.83,-0.3(-0.35 %),3190800,85.0,85.4,84.3
02/06/2021,36.96,-1.6(-1.84 %),3053900,87.1,87.5,85.0
01/06/2021,37.65,-10.8(-11.03 %),3495000,87.9,88.5,87.0
31/05/2021,41.43,3.1(3.27 %),3237700,95.5,98.0,94.7
28/05/2021,40.12,1(1.07 %),1874300,94.0,95.0,93.7
27/05/2021,39.7,-1.5(-1.57 %),1745800,95.3,95.4,93.5
26/05/2021,40.33,1.5(1.60 %),1992800,94.2,95.5,93.7
25/05/2021,39.7,0.3(0.32 %),2156300,93.5,95.2,92.8
24/05/2021,39.57,-0.3(-0.32 %),2669500,93.8,93.9,92.1
21/05/2021,39.7,-1.7(-1.78 %),3222700,94.3,96.6,93.0
20/05/2021,40.42,4.7(5.18 %),3523900,90.8,95.5,90.4
19/05/2021,38.43,3.8(4.37 %),2876300,87.5,91.1,86.8
18/05/2021,36.82,1.3(1.52 %),2133500,86.4,87.4,86.2
17/05/2021,36.27,0.9(1.06 %),1744500,85.8,86.6,85.2
14/05/2021,35.89,0.8(0.95 %),1858700,84.3,86.2,84.1
13/05/2021,35.55,-1.4(-1.64 %),2558300,85.0,85.4,84.0
12/05/2021,36.14,0.2(0.23 %),1844500,85.0,85.4,84.3
11/05/2021,36.06,-0.6(-0.70 %),2078700,86.0,86.6,85.2
10/05/2021,36.31,2.8(3.37 %),4504300,83.1,86.0,83.0
07/05/2021,35.13,0.3(0.36 %),2705900,82.7,84.0,82.3
06/05/2021,35.0,-0.2(-0.24 %),1969000,83.0,83.5,82.2
05/05/2021,35.08,0(0.00 %),2321300,84.5,84.5,82.7
04/05/2021,35.08,2(2.47 %),2362100,80.0,83.5,80.0
29/04/2021,34.24,0.1(0.12 %),2095500,80.8,81.8,80.8
28/04/2021,34.19,0.1(0.12 %),1366700,80.1,81.3,80.1
27/04/2021,34.15,-0.3(-0.37 %),1287100,80.4,81.4,80.1
26/04/2021,34.28,-2(-2.41 %),2551300,82.5,82.8,80.5
23/04/2021,35.13,3(3.75 %),3166400,80.0,83.0,79.7
22/04/2021,33.86,-2.9(-3.50 %),2271200,82.0,83.9,80.0
20/04/2021,35.08,1.4(1.72 %),4742800,81.8,84.9,81.6
19/04/2021,34.49,1.8(2.26 %),2380800,80.0,81.5,79.5
16/04/2021,33.73,-0.3(-0.38 %),2194600,79.8,81.2,78.8
15/04/2021,33.86,-1(-1.23 %),2096200,81.0,81.4,79.8
14/04/2021,34.28,0.3(0.37 %),2530600,80.0,81.0,79.5
13/04/2021,34.15,-1.4(-1.71 %),2038100,82.0,82.2,80.5
12/04/2021,34.74,0(0.00 %),2022500,82.4,82.4,81.5
09/04/2021,34.74,2.5(3.14 %),3970400,79.9,83.0,79.9
08/04/2021,33.69,0(0.00 %),1609800,80.2,80.6,79.5
07/04/2021,33.69,0.2(0.25 %),1503800,79.2,79.7,79.1
06/04/2021,33.6,-0.2(-0.25 %),1505800,79.1,80.0,79.1
05/04/2021,33.69,-0.2(-0.25 %),1487000,80.4,80.5,78.9
02/04/2021,33.77,0.1(0.13 %),1950200,80.4,80.5,79.8
01/04/2021,33.73,2(2.57 %),2500900,77.9,79.7,77.9
31/03/2021,32.88,0.6(0.78 %),1373400,77.1,78.1,76.6
30/03/2021,32.63,-0.5(-0.64 %),1512500,77.9,78.0,77.0
29/03/2021,32.84,1.5(1.97 %),1997700,76.5,78.1,76.1
26/03/2021,32.21,-0.5(-0.65 %),2672600,76.2,76.8,74.5
25/03/2021,32.42,-0.4(-0.52 %),2305400,77.5,77.5,76.5
24/03/2021,32.59,-1.8(-2.28 %),2480100,77.9,78.9,76.5
23/03/2021,33.35,0.1(0.13 %),2201700,78.5,80.0,78.3
22/03/2021,33.31,-1.1(-1.38 %),2084800,79.5,79.6,78.3
19/03/2021,33.77,-1.2(-1.48 %),2247800,80.0,80.5,79.4
18/03/2021,34.28,0.2(0.25 %),1807500,81.0,81.0,80.0
17/03/2021,34.19,-0.7(-0.86 %),1603200,81.5,81.5,80.0
16/03/2021,34.28,4.5(5.88 %),5111000,77.0,81.5,76.6
15/03/2021,32.37,0(0.00 %),1760900,76.6,77.5,76.1
12/03/2021,32.37,-0.2(-0.26 %),2062800,77.0,77.1,76.3
11/03/2021,32.46,0.4(0.52 %),1477800,76.5,77.1,76.1
10/03/2021,32.29,1.3(1.73 %),2602400,75.9,77.5,75.0
09/03/2021,31.74,-0.8(-1.06 %),2182400,75.0,75.7,74.5
08/03/2021,32.08,-0.1(-0.13 %),1656600,76.0,76.5,75.4
05/03/2021,32.12,0(0.00 %),2507500,75.5,76.0,74.5
04/03/2021,32.12,-1.8(-2.32 %),2901500,77.7,77.8,75.1
03/03/2021,32.88,-0.2(-0.26 %),1599400,78.0,78.1,77.4
02/03/2021,32.97,0(0.00 %),1821700,78.9,78.9,76.9
01/03/2021,32.97,1.7(2.23 %),2078100,76.8,78.0,76.8
26/02/2021,32.25,0(0.00 %),1936000,75.0,76.4,74.9
25/02/2021,32.25,0.8(1.06 %),1927500,76.1,76.3,74.5
24/02/2021,31.91,-0.1(-0.13 %),2225200,76.0,76.5,74.9
23/02/2021,31.95,-1.3(-1.69 %),3369500,76.3,77.0,74.6
22/02/2021,32.5,0.2(0.26 %),2319300,76.6,77.5,76.1
19/02/2021,32.42,-1.6(-2.05 %),3722700,77.3,78.0,76.0
18/02/2021,33.09,0.3(0.39 %),2243100,78.0,78.3,76.6
17/02/2021,32.97,3.3(4.42 %),3139100,76.3,79.0,75.9
09/02/2021,31.57,3.3(4.63 %),4224300,71.4,74.6,70.0
08/02/2021,30.17,-1.6(-2.19 %),4035600,71.3,72.9,69.6
05/02/2021,30.85,0.4(0.55 %),2084900,73.0,73.4,71.8
04/02/2021,30.68,2.5(3.57 %),4398700,70.2,73.2,70.2
03/02/2021,29.62,4(6.06 %),4173500,67.5,70.6,66.1
02/02/2021,27.93,2.5(3.94 %),3264600,63.1,66.0,63.0
01/02/2021,26.87,0.8(1.28 %),2017400,64.4,65.4,62.3
29/01/2021,26.53,4.1(7.00 %),3211900,59.0,62.7,59.0
28/01/2021,24.8,-4.4(-6.98 %),5092400,60.0,62.3,58.6
27/01/2021,26.66,-3(-4.55 %),2226800,65.7,66.1,62.9
26/01/2021,27.93,-1(-1.49 %),2597500,67.5,67.5,65.5
25/01/2021,28.35,0.1(0.15 %),3111900,66.8,68.2,66.2
22/01/2021,28.31,1.3(1.98 %),2090300,65.7,67.5,65.4
21/01/2021,27.76,2.3(3.63 %),2313100,64.5,65.8,63.3
20/01/2021,26.79,1.3(2.10 %),3663800,62.7,63.7,60.2
19/01/2021,26.24,-4.3(-6.49 %),3505600,66.0,66.1,61.7
18/01/2021,28.06,-0.3(-0.45 %),1209000,67.0,67.0,66.2
15/01/2021,28.19,0.2(0.30 %),1540400,67.0,67.0,66.4
14/01/2021,28.1,-0.1(-0.15 %),1777500,66.5,67.0,65.7
13/01/2021,28.14,0.7(1.06 %),2612000,65.9,67.4,65.9
12/01/2021,27.85,1.1(1.70 %),2435200,65.0,66.0,64.0
11/01/2021,27.38,1.4(2.21 %),1972800,63.9,64.7,63.3
08/01/2021,26.79,0.8(1.28 %),2720400,63.0,63.7,62.6
07/01/2021,26.45,0.1(0.16 %),2150200,62.6,62.9,61.9
06/01/2021,26.41,-0.3(-0.48 %),1796000,63.1,63.6,62.3
05/01/2021,26.53,2.5(4.15 %),2332200,60.0,63.5,59.8
04/01/2021,25.48,1.1(1.86 %),2151300,59.6,60.2,59.3
31/12/2020,25.01,1(1.72 %),2036370,58.1,59.2,58.0
30/12/2020,24.59,-0.5(-0.85 %),1204180,58.1,58.9,58.1
29/12/2020,24.8,0.7(1.21 %),2172950,57.9,58.8,57.6
28/12/2020,24.5,0.3(0.52 %),2197090,57.9,58.6,57.5
25/12/2020,24.38,0.6(1.05 %),1625110,57.0,57.6,56.6
24/12/2020,24.12,-0.5(-0.87 %),2386210,57.5,57.8,56.4
23/12/2020,24.33,-0.6(-1.03 %),1391420,58.3,58.6,57.2
22/12/2020,24.59,0.6(1.04 %),2576390,57.4,58.5,57.1
21/12/2020,24.33,0.6(1.05 %),2307390,57.3,57.8,57.1
18/12/2020,24.08,0.4(0.71 %),1532820,56.5,57.1,56.5
17/12/2020,23.91,-0.6(-1.05 %),3594500,56.9,57.1,56.0
16/12/2020,24.16,0.4(0.71 %),1995530,57.2,57.5,57.0
15/12/2020,24.0,-0.5(-0.87 %),2666900,57.5,57.6,56.6
14/12/2020,24.21,0.2(0.35 %),1443760,57.0,58.0,56.9
11/12/2020,24.12,0.5(0.88 %),1750270,56.6,57.0,56.3
10/12/2020,23.91,-1(-1.74 %),2112490,57.0,57.7,56.5
09/12/2020,24.33,1.3(2.31 %),3001820,56.3,57.8,56.2
08/12/2020,23.78,0.5(0.90 %),2297110,55.7,56.6,55.5
07/12/2020,23.57,0(0.00 %),1455180,55.7,56.0,55.5
04/12/2020,23.57,0.1(0.18 %),1380920,55.4,55.9,55.4
03/12/2020,23.53,0(0.00 %),1627980,55.5,55.7,55.1
02/12/2020,23.53,0.4(0.72 %),2108200,55.0,55.7,55.0
01/12/2020,23.36,-0.2(-0.36 %),3427370,55.0,55.4,54.8
30/11/2020,23.45,-0.8(-1.42 %),2761700,56.7,56.7,55.4
27/11/2020,23.78,0.5(0.90 %),1986420,55.9,56.2,55.6
26/11/2020,23.57,0.5(0.91 %),1635130,55.5,56.0,54.8
25/11/2020,23.36,-0.4(-0.72 %),1835630,56.3,56.3,55.2
23/11/2020,23.66,0.7(1.27 %),2824640,55.2,56.2,54.6
20/11/2020,23.36,0.1(0.18 %),1837360,55.1,55.9,55.0
19/11/2020,23.32,1.1(2.04 %),4980430,54.3,56.0,54.0
18/11/2020,22.85,0(0.00 %),1757160,54.3,54.3,53.7
17/11/2020,22.85,0.7(1.31 %),2515530,53.6,54.1,53.0
16/11/2020,22.56,-0.5(-0.93 %),3713690,54.0,54.4,53.0
13/11/2020,22.77,0.3(0.56 %),1318170,53.8,53.8,53.5
12/11/2020,22.64,0.5(0.94 %),1234540,53.0,53.5,52.9
11/11/2020,22.43,0(0.00 %),1668230,53.4,53.4,52.7
10/11/2020,22.43,-0.4(-0.75 %),1739340,54.0,54.0,53.0
09/11/2020,22.6,1(1.91 %),2011650,52.8,53.4,52.7
06/11/2020,22.18,0.4(0.77 %),987260,52.4,52.8,52.1
05/11/2020,22.01,-1(-1.89 %),1305860,52.7,53.4,52.0
04/11/2020,22.43,0.2(0.38 %),1369690,53.0,53.3,52.5
03/11/2020,22.34,1.1(2.13 %),2562890,51.9,52.9,51.7
02/11/2020,21.88,0.2(0.39 %),866110,51.5,51.7,51.2
30/10/2020,21.79,0.6(1.18 %),1469970,51.4,51.5,50.5
29/10/2020,21.54,0.2(0.39 %),2719690,50.4,51.3,50.2
28/10/2020,21.46,-1.4(-2.69 %),3596230,52.0,52.4,50.7
27/10/2020,22.05,-0.7(-1.33 %),3188810,52.9,53.2,52.1
26/10/2020,22.34,-1.1(-2.04 %),3852510,53.9,54.5,52.8
23/10/2020,22.81,-0.1(-0.19 %),2646310,54.2,54.5,53.5
22/10/2020,22.85,1.2(2.27 %),2346540,52.8,54.0,52.6
21/10/2020,22.34,-0.4(-0.75 %),3305010,53.2,54.5,52.8
20/10/2020,22.51,-0.1(-0.19 %),1886160,53.1,53.3,52.5
19/10/2020,22.56,0.1(0.19 %),2333670,53.6,53.8,53.0
16/10/2020,22.51,2(3.91 %),5769540,51.2,53.9,50.9
15/10/2020,21.67,0.2(0.39 %),1925370,51.2,51.4,50.7
14/10/2020,21.58,0.3(0.59 %),2409760,50.8,51.4,50.4
13/10/2020,21.46,-0.2(-0.39 %),1222200,50.9,51.0,50.5
12/10/2020,21.54,0.1(0.20 %),1550680,50.9,51.4,50.6
09/10/2020,21.5,-0.3(-0.59 %),1173500,51.0,51.2,50.8
08/10/2020,21.63,0.7(1.39 %),3062690,50.5,51.5,50.3
07/10/2020,21.33,-0.1(-0.20 %),1493710,50.2,50.7,50.2
06/10/2020,21.37,0(0.00 %),1520290,50.8,50.9,50.3
05/10/2020,21.37,0.2(0.40 %),1498360,50.4,50.8,49.9
02/10/2020,21.29,-0.5(-0.98 %),1947940,50.8,51.1,49.0
01/10/2020,21.5,0.8(1.60 %),905510,50.2,50.8,50.2
30/09/2020,21.16,-0.2(-0.40 %),2500310,50.2,50.4,49.75
29/09/2020,21.24,-0.9(-1.76 %),1900490,51.4,51.4,50.2
28/09/2020,21.63,0.3(0.59 %),1312300,50.9,51.3,50.6
25/09/2020,21.5,0.3(0.59 %),1205550,50.7,50.8,50.0
24/09/2020,21.37,-0.6(-1.17 %),1728380,50.7,51.0,50.2
23/09/2020,21.63,-0.2(-0.39 %),1797680,51.3,51.5,50.8
22/09/2020,21.71,0.1(0.20 %),1630570,50.8,51.3,50.6
21/09/2020,21.67,0(0.00 %),1530250,51.3,51.7,51.2
18/09/2020,21.67,1.2(2.40 %),3306720,50.1,51.4,50.0
17/09/2020,21.16,-0.5(-0.99 %),1563010,50.3,50.5,49.9
16/09/2020,21.37,0.5(1.00 %),1918130,50.0,50.8,50.0
15/09/2020,21.16,0.7(1.42 %),1906730,49.5,50.0,49.3
14/09/2020,20.86,0.15(0.31 %),1127400,49.25,49.5,49.1
11/09/2020,20.8,-0.05(-0.10 %),872160,49.0,49.2,48.85
10/09/2020,20.82,0(0.00 %),1005950,49.5,49.8,49.1
09/09/2020,20.82,-0.3(-0.61 %),1490820,48.65,49.5,48.6
08/09/2020,20.95,1(2.06 %),1628870,48.75,49.5,48.5
07/09/2020,20.53,-1.5(-3.00 %),2270970,49.95,50.0,48.5
04/09/2020,21.16,-0.4(-0.79 %),1538510,49.5,50.0,49.5
03/09/2020,21.33,0.5(1.00 %),2281510,50.4,50.5,49.9
01/09/2020,21.12,0.4(0.81 %),1757410,49.5,50.5,49.35
31/08/2020,20.95,-0.4(-0.80 %),1940640,49.9,50.3,49.35
28/08/2020,21.12,0.05(0.10 %),4009380,50.2,51.1,49.9
27/08/2020,21.1,1.45(3.00 %),3724990,48.25,50.1,48.25
26/08/2020,20.48,-0.45(-0.92 %),1328990,48.8,48.85,48.2
25/08/2020,20.67,0.4(0.83 %),3304670,48.6,48.95,48.55
24/08/2020,20.5,1.05(2.22 %),3540210,47.95,48.6,47.85
21/08/2020,20.06,0.35(0.74 %),1260210,47.25,47.5,47.2
20/08/2020,19.91,0.2(0.43 %),1824430,46.9,47.45,46.85
19/08/2020,19.83,0(0.00 %),877190,46.9,47.05,46.65
18/08/2020,19.83,-0.15(-0.32 %),625200,47.0,47.15,46.8
17/08/2020,19.89,-0.8(-1.67 %),1048820,47.0,47.0,46.5
14/08/2020,17.27,-0.15(-0.31 %),1633770,48.1,48.2,47.45
13/08/2020,17.32,0.45(0.95 %),1709100,47.7,47.95,47.5
12/08/2020,17.16,0.5(1.06 %),1233230,47.1,47.5,46.9
11/08/2020,16.98,-0.2(-0.42 %),1209690,47.45,47.45,47.0
10/08/2020,17.05,0.1(0.21 %),1160370,47.35,47.8,47.1
07/08/2020,17.01,0.3(0.64 %),1283690,46.8,47.8,46.8
06/08/2020,16.91,-0.2(-0.43 %),1153660,47.0,47.25,46.7
05/08/2020,16.98,0.45(0.97 %),1328520,46.5,47.15,46.25
04/08/2020,16.82,0.65(1.42 %),1051310,46.5,46.8,46.2
03/08/2020,16.58,1.4(3.15 %),1392200,44.5,45.9,44.5
31/07/2020,16.08,-0.65(-1.44 %),1106250,44.0,45.2,44.0
30/07/2020,16.31,0.6(1.35 %),612240,44.6,45.15,44.6
29/07/2020,16.09,-1.15(-2.52 %),1554200,44.4,44.9,43.8
28/07/2020,16.51,2(4.58 %),1953510,44.4,45.8,44.15
27/07/2020,15.79,-2.2(-4.79 %),3274350,45.0,45.9,43.6
24/07/2020,16.58,-1.85(-3.87 %),3170540,47.4,47.55,45.4
23/07/2020,17.25,0.35(0.74 %),918630,47.4,47.75,47.1
22/07/2020,17.12,-0.4(-0.84 %),817890,48.0,48.0,47.3
21/07/2020,17.27,0.4(0.84 %),940230,47.5,47.95,47.25
20/07/2020,17.12,-0.7(-1.46 %),2049680,47.4,48.2,47.35
17/07/2020,17.38,-0.5(-1.03 %),1313100,48.5,48.5,48.1
16/07/2020,17.56,0(0.00 %),1060530,48.55,48.75,48.4
15/07/2020,17.56,0.05(0.10 %),1516540,48.7,48.95,48.4
14/07/2020,17.54,-0.1(-0.21 %),1549540,48.3,48.85,48.3
13/07/2020,17.57,0.85(1.78 %),2662490,48.0,48.95,47.75
10/07/2020,17.27,-0.55(-1.14 %),1164310,48.1,48.25,47.5
09/07/2020,17.47,0.65(1.36 %),2298900,47.9,48.4,47.8
08/07/2020,17.23,0.25(0.53 %),1472610,47.3,47.9,47.3
07/07/2020,17.14,0.65(1.39 %),2739150,47.0,47.9,47.0
06/07/2020,16.91,0.55(1.19 %),1089910,46.5,46.95,46.3
03/07/2020,16.71,0.1(0.22 %),529760,46.5,46.5,46.1
02/07/2020,16.67,-0.05(-0.11 %),539160,46.3,46.3,45.95
01/07/2020,16.69,0.55(1.20 %),866660,46.0,46.3,45.8
30/06/2020,16.49,-0.4(-0.87 %),1594210,46.15,46.4,45.4
29/06/2020,16.64,-0.8(-1.71 %),1281220,46.6,46.6,45.85
26/06/2020,16.92,0.05(0.11 %),602880,46.8,47.15,46.7
25/06/2020,16.91,-0.4(-0.85 %),730810,46.65,47.1,46.6
24/06/2020,17.05,-0.35(-0.74 %),607000,47.9,47.95,47.05
23/06/2020,17.18,0.55(1.17 %),1693730,46.95,48.4,46.75
22/06/2020,16.98,0(0.00 %),787180,47.0,47.0,46.85
19/06/2020,16.98,0.4(0.86 %),745470,46.6,47.0,46.6
18/06/2020,16.83,0.25(0.54 %),822980,46.3,46.7,46.15
17/06/2020,16.74,-0.25(-0.54 %),788630,46.7,46.75,46.25
16/06/2020,16.83,0.6(1.30 %),1100730,46.6,46.8,46.3
15/06/2020,16.62,-1(-2.13 %),1207500,48.0,48.0,45.9
12/06/2020,16.98,1(2.17 %),3145450,45.0,47.0,45.0
11/06/2020,16.62,-2.8(-5.74 %),4278060,48.8,48.8,46.0
10/06/2020,17.63,-0.15(-0.31 %),1307540,49.0,49.0,48.4
09/06/2020,17.68,-0.4(-0.81 %),1491540,49.6,49.65,48.9
08/06/2020,17.83,0.65(1.33 %),4113250,49.0,50.0,49.0
05/06/2020,17.59,0.3(0.62 %),1236200,48.4,48.7,48.15
04/06/2020,17.48,-0.25(-0.51 %),1260060,48.9,48.9,48.4
03/06/2020,17.57,0.65(1.35 %),1893060,48.0,48.95,47.9
02/06/2020,17.34,-0.3(-0.62 %),1456730,48.3,48.5,48.0
01/06/2020,17.45,0.35(0.73 %),1298150,48.0,48.35,48.0
29/05/2020,17.32,-0.05(-0.10 %),1346170,48.0,48.1,47.5
28/05/2020,17.34,0(0.00 %),1194380,48.2,48.6,48.0
27/05/2020,17.34,-0.8(-1.64 %),2098580,48.9,49.4,48.0
26/05/2020,17.63,0.35(0.72 %),1615680,48.5,48.8,48.35
25/05/2020,17.5,0(0.00 %),2033000,48.5,48.6,47.8
22/05/2020,17.5,-0.85(-1.72 %),1731720,49.0,49.0,48.45
21/05/2020,17.81,0.4(0.82 %),2007060,48.9,49.3,48.85
20/05/2020,17.66,-0.35(-0.71 %),1245380,49.0,49.0,48.55
19/05/2020,17.79,0.9(1.86 %),2879030,49.2,49.7,48.6
18/05/2020,17.47,0.35(0.73 %),2000950,47.5,48.35,47.4
15/05/2020,17.34,-0.7(-1.44 %),2430890,48.3,48.9,47.75
14/05/2020,17.59,-0.65(-1.32 %),2597400,48.95,49.1,48.5
13/05/2020,17.83,-5.05(-9.28 %),6853810,47.5,49.55,47.4
12/05/2020,19.28,0.4(0.74 %),2828190,54.0,54.4,53.6
11/05/2020,19.14,0.3(0.56 %),2119430,54.0,54.4,53.3
08/05/2020,19.03,0.2(0.37 %),3585320,53.6,55.1,53.6
07/05/2020,18.96,0.6(1.13 %),2030720,53.0,53.5,52.4
06/05/2020,18.75,2(3.93 %),3470150,51.0,53.1,51.0
05/05/2020,18.04,0.4(0.79 %),677990,50.8,51.0,50.4
04/05/2020,17.9,-0.3(-0.59 %),895530,50.2,50.9,49.8
29/04/2020,18.01,0.1(0.20 %),1349230,50.8,51.4,50.5
28/04/2020,17.97,0(0.00 %),974310,50.7,50.8,50.2
27/04/2020,17.97,-0.3(-0.59 %),1419750,51.5,51.5,50.5
24/04/2020,18.08,0(0.00 %),1411380,50.9,51.2,50.1
23/04/2020,18.08,-0.1(-0.20 %),1363410,52.1,52.2,51.0
22/04/2020,18.11,1.8(3.65 %),2445860,48.8,51.2,48.7
21/04/2020,17.47,-2(-3.90 %),3737050,50.5,50.9,48.9
20/04/2020,18.18,0.1(0.20 %),2239780,51.9,52.0,50.7
17/04/2020,18.15,0.9(1.79 %),2631630,51.2,51.3,50.2
16/04/2020,17.83,0.2(0.40 %),1508480,49.7,50.8,49.3
15/04/2020,17.76,0.6(1.21 %),2205200,50.5,50.8,49.85
14/04/2020,17.55,3(6.45 %),4072050,47.6,49.5,47.0
